id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34302719,Cheap and convenience room in Tai Kok Tsui (TK2E),7518056,Jovee,,Yau Tsim Mong,22.31229,114.17156,Shared room,180,29,0,,,368,365,0,
34302985,Convenience Room in Tai Kok Tsui (TK3D),7518056,Jovee,,Yau Tsim Mong,22.3195,114.1626,Shared room,180,29,0,,,368,365,0,
34303039,10mins walk Tsim Sha Tsui// Kowloon station 2-4ppl,51187996,Yuen,,Yau Tsim Mong,22.3087,114.16613,Entire home/apt,463,1,99,2022-07-23,2.41,21,71,9,
34305945,"Quite and nice place ,refreshments break",146858946,Xxx,,Sai Kung,22.37811,114.25717,Private room,650,5,0,,,2,181,0,
34317254,Room in Sheung Wan near Sai Ying Pun MTR - SW17b,7518056,Jovee,,Wan Chai,22.25757,114.19164,Shared room,180,29,0,,,368,364,0,
34322947,B10-三站到浸大/城大/理大，地鐵站旁標準大床房有窗Kammun Guest House,37289493,Ken,,Yau Tsim Mong,22.317,114.16959,Private room,1122,3,1,2019-05-29,0.02,28,364,0,
34325536,"1 BR, PATERSON STREET, BUNK BEDS, CAUSEWAY BAY",138649185,Fiona,,Wan Chai,22.25992,114.19029,Entire home/apt,685,25,0,,,157,364,0,
34332414,Mid- Level .. central Room Available  (ML9B),7518056,Jovee,,Central & Western,22.28039,114.15498,Shared room,180,29,0,,,368,364,0,
34332731,Yau Ma Tei Studio for 2 person 1/ walk up ( Y10bs,7518056,Jovee,,Yau Tsim Mong,22.31209,114.17146,Entire home/apt,217,29,1,2019-08-22,0.03,368,364,0,
34348954,"SMALL STUDIO, TAI PING SHAN STUDIO, SHEUNG WAN",138649185,Fiona,,Wan Chai,22.25848,114.19015,Entire home/apt,350,28,0,,,157,364,0,
34350330,Tsim Sha Tsui Room Available with LIFT (T5B),7518056,Jovee,,Kowloon City,22.31781,114.18046,Entire home/apt,180,29,0,,,368,364,0,
34374955,海边会所公寓两层 超低密度 近海岛渡轮  地铁,254199847,Chen,,Tai Po,22.43173,114.20431,Entire home/apt,905,28,67,2021-11-01,1.65,1,281,7,
34376987,Entire apartment in Discovery Bay,164851641,Tara,,Islands,22.30046,114.01208,Entire home/apt,875,4,2,2022-07-30,0.86,1,286,2,
34387792,Central Room Available  3/walkup  (ML3G),7518056,Jovee,,Wan Chai,22.2581,114.19225,Private room,180,29,0,,,368,364,0,
34400183,Room in share flat in Fortress Hill (F4g),97240131,Jov,,Eastern,22.2917,114.19632,Entire home/apt,180,29,0,,,337,365,0,
34401122,Modern Studio in Central Hong Kong- Great Location,246078519,Ming,,Central & Western,22.28223,114.15298,Entire home/apt,735,5,11,2022-08-19,0.28,14,53,5,
34401833,Yau Ma Tei Studio Available  1/walkup (Y10A),7518056,Jovee,,Kowloon City,22.31966,114.17865,Private room,217,29,0,,,368,364,0,
34409565,Sham  Shui Po Room Available with LIFT (SP4E),7518056,Jovee,,Sham Shui Po,22.3275,114.16209,Shared room,180,29,0,,,368,364,0,
34410235,Room For 2  Available  Tsim Sha Tsui  (T5b),7518056,Jovee,,Kowloon City,22.31759,114.18048,Private room,180,30,0,,,368,364,0,
34423474,Deluxe Double Room with Private Bathroom 14F #2,242491712,The One Inn,,Yau Tsim Mong,22.29548,114.17157,Private room,228,1,8,2020-02-15,0.20,9,0,0,
34423551,Deluxe Double Room With Private Bathroom 14F #3,242491712,The One Inn,,Yau Tsim Mong,22.29753,114.17138,Private room,228,1,3,2020-09-14,0.08,9,0,0,
34423875,Deluxe Double Room With Private Bathroom 14F #4,242491712,The One Inn,,Yau Tsim Mong,22.29736,114.17361,Private room,228,1,15,2021-08-28,0.38,9,0,0,
34424299,Deluxe Family Room With Private Bathroom 14F #5,242491712,The One Inn,,Yau Tsim Mong,22.29731,114.17328,Private room,348,1,7,2020-02-17,0.18,9,0,0,
34424841,Fortress Hill Ensuite (F4b),7518056,Jovee,,Wan Chai,22.25899,114.18998,Private room,217,29,0,,,368,364,0,
34425033,Rm in Sheung Wan near Sai Ying Pun MTR St (SW17C),7518056,Jovee,,Wan Chai,22.25934,114.19017,Private room,180,29,0,,,368,364,0,
34425048,Room For 2ppl Available  Tsim Sha Tsui  (T5d),7518056,Jovee,,Kowloon City,22.31822,114.17874,Entire home/apt,180,29,0,,,368,364,0,
34425199,Deluxe Family Room With Private Bathroom 14F #6,242491712,The One Inn,,Yau Tsim Mong,22.29567,114.1721,Private room,348,1,0,,,9,0,0,
34426829,高级屋苑、環境清幽安靜、 浴室不需共用。歡迎願保持整潔丶不帶寵物及非吸煙的客人入住＾Ｖ＾。,177957937,家家,,Tai Po,22.46247,114.18166,Entire home/apt,3000,3,2,2019-06-06,0.05,1,364,0,
34431253,西堤_海景樓三房一廳1,46439433,Kennis,,Islands,22.20609,114.02557,Entire home/apt,2257,1,5,2022-06-26,0.12,2,83,1,
34433586,Causeway Bay  Room Available with LIFT (C22a),7518056,Jovee,,Wan Chai,22.25966,114.18996,Shared room,180,29,0,,,368,364,0,
34447664,3BR family home unit with sea view and terrace/bbq,5797373,Eloise,,Islands,22.29549,114.01342,Entire home/apt,1082,4,2,2022-08-14,0.05,1,40,1,
34451688,Sai Ying Poon Room  (S3e),97240131,Jov,,Central & Western,22.28708,114.14441,Private room,223,29,0,,,337,364,0,
34454631,Standard 8 Bed Mixed Dorm Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,224,1,8,2019-10-06,0.20,8,357,0,
34460730,Cheap and convenient Tai Kok Tsui Room (TK4A),7518056,Jovee,,Yau Tsim Mong,22.32259,114.16196,Private room,180,29,0,,,368,365,0,
34460959,Comfort and convenient Tai Kok Tsui Room (TK4C),7518056,Jovee,,Yau Tsim Mong,22.3225,114.16078,Private room,180,29,0,,,368,365,0,
34461874,Fully furnished Tai Kok Tsui Room (TK6C),7518056,Jovee,,Yau Tsim Mong,22.32006,114.16241,Shared room,180,29,0,,,368,365,0,
34466350,Causeway Bay Room Available  (C2b ),7518056,Jovee,,Wan Chai,22.2595,114.19041,Private room,180,29,0,,,368,364,0,
34466817,Fortress HIll Room Available ( F4C ),7518056,Jovee,,Wan Chai,22.25816,114.18997,Private room,180,29,0,,,368,364,0,
34467107,Tai kok Tsui  Room Available with Lift ( Tk3b ),7518056,Jovee,,Kowloon City,22.31783,114.17876,Shared room,180,29,0,,,368,364,0,
34467981,Tsim Sha Tsui Room Available  (T5E),7518056,Jovee,,Kowloon City,22.31833,114.18077,Entire home/apt,180,35,1,2021-06-22,0.07,368,364,0,
34474078,★ ★ ★ ★ ★ C-O-Z-Y <<Cooking With Love 與愛共享下廚之樂,49447467,Chan’s Crescent,,Yau Tsim Mong,22.32424,114.16172,Entire home/apt,892,1,201,2022-09-10,4.92,1,23,54,
34482939,Prince Edward Room Available  ( Pe4b ),7518056,Jovee,,Kowloon City,22.31791,114.18065,Shared room,180,29,0,,,368,364,0,
34484444,Fortress Hill  room Available  ( F4g ),7518056,Jovee,,Wan Chai,22.25977,114.18994,Private room,180,29,0,,,368,364,0,
34486467,Affordable Wanchai Room Available (W10e),7518056,Jovee,,Wan Chai,22.25938,114.19197,Shared room,180,31,0,,,368,364,0,
34491547,Hung Hom Room Available  ( H1E ),7518056,Jovee,,Wan Chai,22.25927,114.19028,Private room,180,29,0,,,368,364,0,
34491784,north point  studio room available  (n9bs),7518056,Jovee,,Wan Chai,22.25913,114.19192,Private room,217,29,0,,,368,364,0,
34495108,Bedspace in Tai Kok Tsui - Olympic MTR (TK6E2),7518056,Jovee,,Yau Tsim Mong,22.3193,114.16266,Shared room,180,29,0,,,368,365,0,
34495140,"CUTE STUDIO ON BONHAM STREET, HK.",156409670,Tia,,Wan Chai,22.25767,114.19155,Entire home/apt,360,27,0,,,101,364,0,
34495464,Convenient Tsim Sha Tsui Room Available(T4C),7518056,Jovee,,Yau Tsim Mong,22.29667,114.17284,Shared room,180,29,0,,,368,365,0,
34517875,Fortress hill room available with LIFT  (F4E),7518056,Jovee,,Wan Chai,22.25781,114.19,Private room,180,29,0,,,368,364,0,
34517957,Causeway Bay Room (C1C),97240131,Jov,,Wan Chai,22.27633,114.18203,Private room,180,29,0,,,337,364,0,
34521774,"RENOVATED STUDIO, MERCER STREET , HK",156409670,Tia,,Wan Chai,22.25805,114.19167,Entire home/apt,475,26,0,,,101,364,0,
34522304,"RENOVATED STUDIO, MERCER STREET, HK",138649185,Fiona,,Wan Chai,22.25973,114.18988,Entire home/apt,455,28,0,,,157,364,0,
34523000,240 sq ft STUDIO FILLED WITH SUNSHINE- HAIPHONG RD,138649185,Fiona,,Yau Tsim Mong,22.29681,114.17029,Entire home/apt,755,28,0,,,157,364,0,
34528050,Convenient and comfort Yau Ma Tei Studio (Y10E),7518056,Jovee,,Yau Tsim Mong,22.31222,114.17145,Entire home/apt,217,29,0,,,368,364,0,
34561037,Flat Share Room in TST 4 Bed ** 2 Bunk-Bed,7518056,Jovee,,Kowloon City,22.31947,114.17869,Private room,180,29,0,,,368,364,0,
34561160,Furnished room Available Tai kok Tsui (TK6B),7518056,Jovee,,Kowloon City,22.31933,114.17906,Shared room,180,29,0,,,368,364,0,
34561462,Sheung Wan room Available ( SW17D ),7518056,Jovee,,Wan Chai,22.25938,114.19224,Shared room,180,29,0,,,368,364,0,
34576432,Standard 4 Bed Mixed Dorm Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,228,1,4,2021-11-20,0.10,8,363,1,
34583748,"PALATIAL STUDIO, HOI KUNG COURT, CAUSEWAY BAY.",156409670,Tia,,Wan Chai,22.25845,114.19219,Entire home/apt,630,26,0,,,101,351,0,
34586867,CAUSEWAY bAY room available ( C 22a ),7518056,Jovee,,Kowloon City,22.31759,114.18018,Shared room,180,29,0,,,368,364,0,
34586987,Central Room Available  ( ML8c),7518056,Jovee,,Wan Chai,22.25969,114.18997,Private room,180,29,0,,,368,364,0,
34589155,Convenient and Comfort Fortress Hill Room (F1B),7518056,Jovee,,Eastern,22.28886,114.19491,Private room,180,29,0,,,368,365,0,
34589416,Fortress Hill Room in Flat Share apartment(F3a),7518056,Jovee,,Eastern,22.28939,114.1953,Shared room,180,29,0,,,368,365,0,
34589757,Good and convenient Sheung Wan Room (SW11B),7518056,Jovee,,Central & Western,22.28697,114.14932,Private room,180,29,0,,,368,364,0,
34590068,Cheap and Convenient Prince Edward Room (PE4A),7518056,Jovee,,Sham Shui Po,22.3297,114.16702,Private room,180,29,0,,,368,364,0,
34590402,Easy access Yau Ma Tei Room Available (Y13A),7518056,Jovee,,Yau Tsim Mong,22.31224,114.17088,Shared room,180,29,0,,,368,365,0,
34590840,Comfort and relaxed Central Room (ML19B),7518056,Jovee,,Central & Western,22.28508,114.15197,Shared room,180,29,0,,,368,365,0,
34591039,2 mins to Mong Kok MTR Station ! Cozy Double bed,24275081,Ah,,Yau Tsim Mong,22.31878,114.17102,Hotel room,1000,1,1,2019-06-09,0.03,10,200,0,
34593058,3People Room (Private Bathroom) 3人套房 (獨立浴厠),30098437,Dragon Hostel,,Yau Tsim Mong,22.32052,114.16999,Private room,457,7,0,,,17,257,0,
34605983,Central Room Available  3/walkup  ( ML13A ),7518056,Jovee,,Wan Chai,22.25989,114.19025,Shared room,180,29,0,,,368,364,0,
34608844,Standard 4 Bed Female Dorm Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,198,1,0,,,8,363,0,
34610043,Standard Bunk Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,508,1,0,,,8,333,0,
34610411,Standard Twin Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,432,1,0,,,8,325,0,
34615062,"Mongkok 370 sq ft, 2 rooms, near Longham Place.",218036134,Queenie,,Yau Tsim Mong,22.31882,114.16601,Entire home/apt,480,365,0,,,1,362,0,
34616492,North Point Studio Room near MTR station - N9bs,7518056,Jovee,,Wan Chai,22.25922,114.19024,Private room,217,29,0,,,368,364,0,
34629768,Room Sai Ying Pun  for 1 person  with LIFT  ( s4d),7518056,Jovee,,Wan Chai,22.25844,114.19213,Private room,147,29,0,,,368,364,0,
34639683,"Whole Apartment, Huge Rooftop - Ferry Pier 2min",62361131,Rachel,,Islands,22.2087,114.02966,Entire home/apt,1309,2,232,2022-08-31,5.75,3,21,68,
34656374,Standard Triple Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,502,1,0,,,8,333,0,
34657101,Standard Single Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Hotel room,414,1,2,2021-12-18,0.07,8,342,1,
34657184,Standard Double Bed Private Ensuite,256133041,Ymt,,Yau Tsim Mong,22.31088,114.17015,Private room,444,1,7,2022-07-26,0.17,8,363,1,
34658782,Perfect charming and spacious family-flat,43942765,Julia,,Islands,22.22754,114.11079,Entire home/apt,502,2,1,2019-07-13,0.03,1,0,0,
34687419,Fortress Hill Room Available (F4F),7518056,Jovee,,Wan Chai,22.2591,114.19012,Private room,180,29,0,,,368,364,0,
34687577,Room in Wan Chai close to Times square - C2d,7518056,Jovee,,Wan Chai,22.2579,114.19039,Private room,180,30,0,,,368,364,0,
34692579,超讚酒店式标准间-樓下步行2分鐘即達旺角、太子地鐵站/巴士站，近朗豪坊，女人街，波鞋街,187197367,Billy,,Yau Tsim Mong,22.29538,114.17127,Hotel room,508,1,0,,,18,10,0,
34693973,超讚酒店式大床房--樓下步行2分鐘即達旺角、太子地鐵站/巴士站，近朗豪坊，女人街，波鞋街,187197367,Billy,,Yau Tsim Mong,22.29345,114.17076,Hotel room,543,1,1,2022-09-04,1,18,29,1,
34702110,Close to HKU Room in Sai Ying Pun - (S4d),7518056,Jovee,,Central & Western,22.28638,114.14137,Private room,147,29,0,,,368,364,0,
34702965,Comfort and Excellent Sheung Wan Room (SW10B),7518056,Jovee,,Central & Western,22.28645,114.14959,Private room,180,29,0,,,368,365,0,
34703147,Cosy double bed in central Hong Kong,115557066,Benjamin,,Central & Western,22.2813,114.15156,Private room,320,2,1,2019-05-30,0.02,1,84,0,
34703325,Convenient and good Tsim Sha Tsui Studio (T7B),7518056,Jovee,,Yau Tsim Mong,22.30148,114.17525,Private room,160,29,0,,,368,349,0,
34703647,cheap sale room hongkong island kowloon side,7518056,Jovee,,Wan Chai,22.25747,114.18494,Private room,190,29,0,,,368,364,0,
34721884,LJ1-尖沙咀地铁旁舒适大床房 2人 / 独立卫生间 (方便舒适购物),122131447,Debe,,Yau Tsim Mong,22.29668,114.17165,Private room,236,1,1,2019-05-19,0.02,83,0,0,
34723374,Monthly rent/single room in downtown Hong Kong,24687240,Yang,,Yau Tsim Mong,22.31605,114.17052,Private room,652,1,0,,,31,91,0,
34726274,Fortress Hill Available Room  (F4a),7518056,Jovee,,Wan Chai,22.25972,114.19185,Private room,180,29,0,,,368,364,0,
34734683,Mid Level Central Room Avaialble ( ML13B),7518056,Jovee,,Wan Chai,22.25816,114.1904,Private room,180,29,0,,,368,364,0,
34736077,Sai Ying Pun Room  Available (S4d),7518056,Jovee,,Central & Western,22.28608,114.14243,Private room,147,29,0,,,368,365,0,
34736388,Convenient Wanchai Room (MH3D),7518056,Jovee,,Wan Chai,22.27646,114.17875,Private room,180,29,0,,,368,365,0,
34736751,Excellent and Marvelous Kennedy Town Ensuite (K1A),7518056,Jovee,,Central & Western,22.28393,114.13246,Private room,180,29,1,2019-06-27,0.03,368,365,0,
34737299,Very cheap and comfort studio in Yau Ma Tei (Y9A),7518056,Jovee,,Yau Tsim Mong,22.31416,114.16864,Private room,217,29,0,,,368,365,0,
34752829,讀書出眾只租學生,262089753,Rose,,Yuen Long,22.44748,114.00331,Private room,398,30,0,,,3,180,0,
34758606,New 2# Quadruple Room 1 min MTR 西九高铁/地铁/机铁四人独立卫公寓,67157758,Larin,,Yau Tsim Mong,22.3063,114.16593,Entire home/apt,363,1,60,2022-09-01,1.51,5,52,15,
34759673,New 3# Cozy Room 1 min MTR 西九高铁/地铁/机铁舒适 双人独立卫浴公寓,67157758,Larin,,Yau Tsim Mong,22.30844,114.16515,Entire home/apt,301,1,50,2021-06-19,1.25,5,38,0,
34759970,New 4# Stylish Room 1 min MTR 西九高铁/地铁/机铁 双人独立卫浴公寓,67157758,Larin,,Yau Tsim Mong,22.30845,114.16668,Entire home/apt,286,1,32,2022-09-15,0.80,5,13,4,
34764583,Central Room Available 3/walkup  (  ML3f ),7518056,Jovee,,Wan Chai,22.2576,114.19131,Private room,180,29,0,,,368,364,0,
34777635,Rm 4#五人家庭房距離西九龍高鐵站3分鐘路程,45448833,TShing,,Yau Tsim Mong,22.30789,114.16622,Entire home/apt,729,365,31,2020-02-18,0.77,1,365,0,
34793936,Flat share room in Yau Ma Tei  (Y8C),7518056,Jovee,,Kowloon City,22.31765,114.18029,Private room,180,29,0,,,368,364,0,
34794266,Convenient Yau Ma Tei Room  (Y13B),7518056,Jovee,,Kowloon City,22.31799,114.18058,Private room,180,29,0,,,368,365,0,
34794417,居家隔离/旺角中心/近地铁口/油尖旺繁华地段/干净卫生/舒适大床房/近朗豪坊,24687240,Yang,,Yau Tsim Mong,22.315355,114.170448,Private room,829,7,0,,,31,0,0,
34795750,Causeway Bay Room (C10a),97240131,Jov,,Central & Western,22.28843,114.16057,Shared room,180,29,0,,,337,365,0,
34800974,Maharaja Guesthouse,66285520,Gujjar,,Yau Tsim Mong,22.29699,114.17198,Private room,4800,1,0,,,1,365,0,
34801861,Studio At North Point  Very Convenient (N7as),7518056,Jovee,,Eastern,22.2919,114.20116,Private room,217,29,0,,,368,274,0,
34802649,Walk to HKU !  Kennedy Town Room (K3B),7518056,Jovee,,Central & Western,22.28415,114.12883,Private room,180,29,0,,,368,365,0,
34803018,Excellent and Marvelous Causeway Bay Room (C20C),7518056,Jovee,,Wan Chai,22.27905,114.18042,Private room,180,29,0,,,368,365,0,
34805446,Central Room Available3/walkup  (ML3E),7518056,Jovee,,Wan Chai,22.25813,114.19041,Private room,180,29,0,,,368,364,0,
34828402,Room Available at Yau Ma Tei   (Y8b),7518056,Jovee,,Kowloon City,22.31787,114.17892,Private room,180,29,1,2021-12-31,0.12,368,364,1,
34828825,Fortress hill Room Available (F4D),7518056,Jovee,,Wan Chai,22.25772,114.19017,Private room,180,29,0,,,368,364,0,
34829695,Causeway Bay Room Available  ( C22B ),7518056,Jovee,,Wan Chai,22.25958,114.19183,Private room,180,29,0,,,368,364,0,
34830217,Central Room Available 3/walkup ( ML8B ),7518056,Jovee,,Wan Chai,22.25768,114.18989,Private room,180,29,0,,,368,364,0,
34853372,causeway bay affordable room  4/walk up  (C2C),7518056,Jovee,,Wan Chai,22.25808,114.19204,Private room,180,29,0,,,368,364,0,
34868123,Stylish & Cozy Place w/Stunning Race Course Views,774009,René,,Wan Chai,22.27087,114.18518,Entire home/apt,1875,5,11,2019-12-29,0.28,1,0,0,
34874232,Sales Sales North Point Studio (N9b),97240131,Jov,,Eastern,22.29125,114.20267,Private room,217,29,0,,,337,364,0,
34874686,Yau Ma Tei Room  Available ( Y8F ),7518056,Jovee,,Kowloon City,22.31927,114.18046,Private room,180,29,0,,,368,364,0,
34875088,Convenient Room available  (SW10A),7518056,Jovee,,Wan Chai,22.25965,114.19128,Private room,180,29,0,,,368,364,0,
34875736,"Studio on Po Hing Fong, Tai Ping Shan",138649185,Fiona,,Central & Western,22.28405,114.14884,Entire home/apt,375,27,0,,,157,364,0,
34878157,Student hotel for 1 person_La Male,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.30679,114.16659,Private room,450,90,5,2020-03-29,0.13,13,20,0,
34882225,Central Room Available( ML9a ),7518056,Jovee,,Wan Chai,22.25986,114.18987,Private room,180,29,0,,,368,364,0,
34885061,Sai Ying Pun  Room Share Flat  Available   ( S4e),7518056,Jovee,,Wan Chai,22.25776,114.19008,Private room,150,29,0,,,368,364,0,
34887713,Convenient Room in Causeway Bay (C11A),7518056,Jovee,,Wan Chai,22.27823,114.18382,Private room,180,29,0,,,368,365,0,
34888576,Comfortable Causeway Bay Room (C11B),7518056,Jovee,,Wan Chai,22.27939,114.18312,Private room,180,29,0,,,368,365,0,
34912428,Luxe Homey 2BDR apt 3mins from TST-MTR station,263126426,Emma,,Yau Tsim Mong,22.29561,114.17376,Entire home/apt,10768,22,3,2019-08-21,0.08,1,365,0,
34912662,North Point Room Available (N3c),97240131,Jov,,Eastern,22.29036,114.20033,Private room,180,29,0,,,337,364,0,
34914343,Sheung Wan Convenient Room Available ( SW10C ),7518056,Jovee,,Wan Chai,22.25788,114.19145,Private room,180,29,0,,,368,364,0,
34916939,North Point Room for 2 - walk up 1st floor (N5d),7518056,Jovee,,Wan Chai,22.25963,114.1902,Private room,180,29,0,,,368,364,0,
34922245,Convenient Kennedy Town Room Available (K1B),7518056,Jovee,,Wan Chai,22.25984,114.19207,Private room,180,29,0,,,368,364,0,
34926032,Big Sham Shui Po Room for only one person (SP4D),7518056,Jovee,,Sham Shui Po,22.32702,114.16221,Private room,180,29,0,,,368,365,0,
34928422,Prince Edward room Available  ( Pe4b),7518056,Jovee,,Kowloon City,22.31934,114.17907,Private room,180,29,0,,,368,364,0,
34954014,Room in Causeway Bay near Times Square - C11c,7518056,Jovee,,Wan Chai,22.25925,114.19009,Private room,180,29,0,,,368,364,0,
34956598,Health & Well-being Apartment @ 30% discount!,218702365,Chris,,Central & Western,22.28643,114.14549,Entire home/apt,847,7,18,2022-08-29,0.46,4,0,4,
34960149,Wan Chai Room available  at(Sun Tao Building) MH3b,7518056,Jovee,,Wan Chai,22.25774,114.19144,Private room,180,29,0,,,368,364,0,
34960628,Wanchai Room Available (W9C),7518056,Jovee,,Wan Chai,22.25789,114.19078,Private room,180,29,0,,,368,364,0,
34964007,萬達青旅雙人房Ensuite for 2,133405196,Master,,Yau Tsim Mong,22.32105,114.17182,Private room,293,1,2,2019-07-31,0.05,4,0,0,
34964751,Convenient Wanchai Room Available  ( MH3c ),7518056,Jovee,,Wan Chai,22.25758,114.19206,Private room,180,29,0,,,368,364,0,
34980466,Room available in causeway bay(c2b),4584648,Ivy,,Wan Chai,22.27623,114.18034,Private room,180,29,0,,,384,365,0,
34983201,North Point Room in flat sharing,7518056,Jovee,,Wan Chai,22.25787,114.1905,Private room,180,29,0,,,368,365,0,
34983426,"Cozy, Convenient 3BR Flat @Mong Kok!",263581756,Morris,,Yau Tsim Mong,22.31719,114.16628,Entire home/apt,10768,22,1,2019-08-09,0.03,1,365,0,
34987460,Convenient Kennedy Town Room Available ( K1d),7518056,Jovee,,Wan Chai,22.25777,114.19167,Private room,180,29,0,,,368,364,0,
34989665,"W/D PRIVATE TERRACE, STUDIO @ TAI PING SHAN St.",156409670,Tia,,Central & Western,22.2836,114.14774,Entire home/apt,770,28,0,,,101,364,0,
34990557,SPACIOUS STUDIO AT TUNG STREET,156409670,Tia,,Central & Western,22.28433,114.14782,Entire home/apt,665,26,0,,,101,364,0,
34991086,"EXQUISITE STUDIO in TST, HONG KONG",156409670,Tia,,Yau Tsim Mong,22.29767,114.17221,Entire home/apt,867,28,0,,,101,364,0,
34991747,Convenient Room Available in Wanchai ( W9A),7518056,Jovee,,Wan Chai,22.25808,114.1902,Private room,180,29,0,,,368,364,0,
34992002,Wanchai Room Available ( W9b),7518056,Jovee,,Wan Chai,22.25793,114.19017,Private room,180,29,0,,,368,364,0,
34992623,MODERN REFURBISHED STUDIO @ TAI PING SHAN Street,138649185,Fiona,,Central & Western,22.28534,114.14853,Entire home/apt,770,30,0,,,157,364,0,
34992740,Convenient Yau Ma Tei Room (Y8H),7518056,Jovee,,Yau Tsim Mong,22.31398,114.17002,Private room,180,29,0,,,368,365,0,
34992922,"240sq.ftStudio@TUNG Strt, SHEUNG WAN",138649185,Fiona,,Central & Western,22.28527,114.1501,Entire home/apt,527,28,1,2020-09-21,0.04,157,364,0,
34993336,350 sq.ft LUXURIOUS STUDIO AT TSIM SHA TSUI,138649185,Fiona,,Yau Tsim Mong,22.29693,114.17232,Entire home/apt,867,30,0,,,157,364,0,
35013083,[Girl Dorm] 5-room shared apartment 5 mins fr MTR,263787883,Living In HK,,Sham Shui Po,22.32857,114.16566,Private room,220,30,0,,,1,90,0,
35013661,Quarry Bay Available Room Available  (Q1H),7518056,Jovee,,Wan Chai,22.25782,114.19133,Private room,180,29,0,,,368,364,0,
35020272,Wan Chai Room (Mh3d),97240131,Jov,,Wan Chai,22.27835,114.17923,Private room,180,29,0,,,337,365,0,
35024068,Cheap  Room Available Fortress Hill  (F1C),7518056,Jovee,,Eastern,22.28879,114.1947,Private room,180,29,0,,,368,365,0,
35026188,Cheap and Comfort Sheung Wan Room (SW21A),7518056,Jovee,,Central & Western,22.28657,114.1537,Private room,180,29,0,,,368,365,0,
35026505,Quarry Bay  Studio Room available  (Q1cs),7518056,Jovee,,Wan Chai,22.2598,114.19129,Private room,217,29,0,,,368,364,0,
35026649,Yau Ma Tei  Studio (Y10D),7518056,Jovee,,Yau Tsim Mong,22.31176,114.1714,Private room,217,29,0,,,368,365,0,
35026781,Convenient Quarry Bay Room Available ( Q1g ),7518056,Jovee,,Wan Chai,22.25769,114.19024,Private room,180,29,0,,,368,364,0,
35042156,City centre - 3 mins to Times Square Causeway Bay,24140342,Stephanie,,Wan Chai,22.27874,114.18343,Private room,500,1,2,2019-07-06,0.05,1,88,0,
35046283,Fortress hill Available Room (F1A),7518056,Jovee,,Wan Chai,22.25958,114.19027,Private room,180,29,0,,,368,364,0,
35046414,Convenient Room Available in Fortress hill ( F4b),7518056,Jovee,,Wan Chai,22.25995,114.19157,Private room,180,29,0,,,368,364,0,
35046508,Fortress Hill Affordable room Available ( F4g),7518056,Jovee,,Wan Chai,22.25959,114.18997,Private room,180,29,0,,,368,364,0,
35109091,Comfort Causeway Bay Room (C2E),7518056,Jovee,,Wan Chai,22.25988,114.19202,Private room,180,29,0,,,368,364,0,
35109521,Convenient Causeway Bay Room (C2F),7518056,Jovee,,Wan Chai,22.26014,114.1863,Private room,180,29,0,,,368,365,0,
35110526,Convenient Fortress Hill Room (F1D),7518056,Jovee,,Wan Chai,22.25874,114.18533,Private room,180,29,0,,,368,365,0,
35110744,Good and Economy Fortress Hill Room (F1E),7518056,Jovee,,Wan Chai,22.25811,114.19191,Private room,180,29,0,,,368,365,0,
35111036,Economy Fortress Hill Room (F1F),7518056,Jovee,,Wan Chai,22.26212,114.19242,Private room,180,29,0,,,368,365,0,
35111043,"5分鐘到近西鐵站 
15分鐘到達深圳彎口岸
20分鐘到達西九龍高鐡站",262089753,Rose,,Yuen Long,22.44912,114.00438,Shared room,398,30,0,,,3,90,0,
35111752,Economy North Point Room (N3A)walk up,7518056,Jovee,,Wan Chai,22.25799,114.19162,Private room,206,29,0,,,368,365,0,
35113171,Convenient Shueng Wan Room 4/walkup (SW4A),7518056,Jovee,,Wan Chai,22.25806,114.1901,Private room,180,29,0,,,368,364,0,
35133868,居家隔离/旺角地段/单人房房间住1人/内有独立洗手间/近地铁,24687240,Yang,,Yau Tsim Mong,22.31691,114.169701,Private room,427,25,4,2019-12-13,0.11,31,87,0,
35143112,"Economy, Tiny and Comfort Sheung Wan Room (SW21E)",7518056,Jovee,,Wan Chai,22.26136,114.18402,Private room,180,29,0,,,368,365,0,
35143385,Cheap and convenient Sheung Wan Room (SW21B),7518056,Jovee,,Wan Chai,22.25989,114.19216,Private room,180,29,0,,,368,365,0,
35143975,Economy and Convenient Sheung Wan Room (SW21C),7518056,Jovee,,Wan Chai,22.25791,114.19143,Private room,180,29,0,,,368,364,0,
