id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20937744,"7)市中心膠囊旅館地鐵2分鐘
City center Capsule hotel,MTR 2mins",143366545,Ri,,Yau Tsim Mong,22.31298,114.17124,Shared room,358,1,0,,,9,266,0,
20940124,"1-BR WITH PLUSH FURNISHINGS, CENTRAL HK",138649185,Fiona,,Central & Western,22.28173,114.14097,Private room,2500,15,0,,,157,364,0,
20942188,"Deluxe king size bed, 1.8m wide, 1 min to TST MTR",150575756,Henry,,Yau Tsim Mong,22.29663,114.17287,Private room,717,1,0,,,3,84,0,
20942552,"Twin bed, Private room, 1 min to TST MTR station",150575756,Henry,,Yau Tsim Mong,22.29845,114.17103,Private room,717,1,1,2017-11-01,0.02,3,84,0,
20964394,"MESMERIZING VIEWS, 1-BR IN MID-LEVELS-CENTRAL",138649185,Fiona,,Central & Western,22.28217,114.1409,Entire home/apt,2230,30,0,,,157,364,0,
20971638,Home sweet home in olympic. 5 star Apartment.,28481216,Steve,,Sham Shui Po,22.3238,114.15772,Entire home/apt,1500,31,2,2018-01-27,0.03,1,365,0,
20983655,2BR family home near Disney and Airport,151022606,Soul,,Islands,22.3029,114.01157,Entire home/apt,1254,9,216,2022-08-31,3.62,1,124,7,
21003945,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 3,149898905,Lok Ling,,Wan Chai,22.27673,114.18464,Private room,337,7,186,2022-02-06,3.08,7,45,1,
21022705,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 4,149898905,Lok Ling,,Wan Chai,22.27661,114.1844,Private room,337,1,242,2021-12-20,4.01,7,45,3,
21022859,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 6,149898905,Lok Ling,,Wan Chai,22.27707,114.18297,Private room,337,7,161,2021-09-19,2.67,7,45,1,
21030157,Female Dorm Bed#5/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27824,114.17698,Shared room,216,1,18,2020-02-29,0.32,43,365,0,
21031104,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 7,149898905,Lok Ling,,Wan Chai,22.2768,114.18513,Private room,310,1,159,2020-09-11,2.64,7,15,0,
21050542,Room available in Flat Share sheung wan(SW11d),67709885,Steven,,Central & Western,22.28569,114.15108,Private room,180,31,0,,,257,180,0,
21050951,"Luxury Living in Causeway Bay, Hong Kong",138649185,Fiona,,Wan Chai,22.2799,114.18959,Entire home/apt,1600,30,0,,,157,365,0,
21051831,Stylish living with terrace in Causeway Bay,138649185,Fiona,,Wan Chai,22.2801,114.19136,Entire home/apt,2265,27,0,,,157,364,0,
21087109,Causeway Bay Room in Flat Share (10d),67709885,Steven,,Wan Chai,22.27789,114.18463,Private room,180,31,0,,,257,180,0,
21089903,New★Family room(3ppl)Next to Tsim Sha Tsui station,152032844,WinGwinG,,Yau Tsim Mong,22.29729,114.17268,Private room,300,1,37,2019-10-04,0.61,5,76,0,
21095047,"Kowloon Mongkok 1812 Triple Room C, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31581,114.16904,Private room,450,2,26,2019-03-26,0.44,12,0,0,
21122865,【港】城市夜景+觀賞日出﹐步行1分鐘到地鐵+商場﹐15分鐘到旺角﹐尖沙嘴﹐40分到Disney迪士尼,85345195,John,,Kwun Tong,22.32388,114.21257,Private room,199,29,134,2019-08-25,2.22,1,125,0,
21142646,Tsim Sha Tsui Nice Room ~~~,4584648,Ivy,,Yau Tsim Mong,22.29761,114.17529,Private room,180,30,0,,,384,364,0,
21142755,Nice room in Sheung Wan,4584648,Ivy,,Central & Western,22.28661,114.14939,Private room,180,30,0,,,384,364,0,
21154670,Sheung Wan Nice Studio ~~~,4584648,Ivy,,Central & Western,22.28805,114.14619,Entire home/apt,217,30,0,,,384,364,0,
21155440,"1 min MTR, quarter room of circle",31947768,Nuts,,Yau Tsim Mong,22.30592,114.17157,Private room,343,2,10,2020-01-31,0.17,22,54,0,
21155716,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 5,149898905,Lok Ling,,Wan Chai,22.27686,114.18322,Private room,310,1,189,2022-02-16,3.13,7,45,2,
21171503,*Enjoy an islanders lifestyle here*,64902979,Sally,,Islands,22.20996,114.0292,Entire home/apt,1000,1,179,2022-08-25,2.97,7,269,28,
21177664,Mong Kok Luxury Studio *1B,14861546,Tane Residence,,Yau Tsim Mong,22.31896,114.17109,Entire home/apt,324,60,1,2017-12-01,0.02,115,333,0,
21231752,★ Staycation! 2BR 1min TST MTR K11 KTV mahjong ★,153383798,Lyna,,Yau Tsim Mong,22.29638,114.17289,Entire home/apt,1305,1,401,2022-09-11,6.68,3,360,91,
21235726,Wan Chai Nice room ~~~~,4584648,Ivy,,Wan Chai,22.27812,114.17898,Private room,180,30,0,,,384,364,0,
21281656,添雅轩,153969878,Kobe,,Wan Chai,22.28103,114.18598,Private room,471,180,8,2018-02-27,0.13,1,365,0,
21284134,Quarry Bay room in Share Flat  (Q1g),4584648,Ivy,,Eastern,22.2889,114.21115,Private room,180,30,0,,,384,364,0,
21321059,"Double bed 1.5m wide,Private room,1 min to TST MTR",150575756,Henry,,Yau Tsim Mong,22.29731,114.17275,Private room,617,1,0,,,3,89,0,
21349523,Sham Shui Po Nice room,4584648,Ivy,,Sham Shui Po,22.32811,114.16262,Private room,217,30,0,,,384,364,0,
21370514,【非東堤】香港 Hong kong 長洲 Cheung Chau Rm：No.2,109310747,Brenda,,Islands,22.20703,114.02827,Entire home/apt,377,1,7,2022-08-08,0.15,35,72,1,
21370925,【非東堤】香港 Hong kong 長洲 Cheung Chau Rm：No.8,109310747,Brenda,,Islands,22.2048,114.02717,Entire home/apt,400,1,5,2022-05-01,0.11,35,72,2,
21371597,【非東堤】香港 Hong kong 長洲 Cheung Chau Rm：No.1,109310747,Brenda,,Islands,22.20517,114.02883,Entire home/apt,377,1,11,2022-02-16,0.24,35,72,1,
21372281,【非東堤】香港 Hong kong 長洲 Cheung Chau Rm：No.3,109310747,Brenda,,Islands,22.20565,114.02687,Entire home/apt,389,1,9,2022-08-27,0.22,35,74,5,
21372284,Wan Chai Nice room(mh3d),4584648,Ivy,,Wan Chai,22.27825,114.17931,Private room,180,30,0,,,384,364,0,
21379141,"HS1,2-旺角CBD核心区 商旅首选 地铁半分钟超方便,安全,乾淨,舒適的住宿;免費上網wifi",122131447,Debe,,Yau Tsim Mong,22.31687,114.16948,Private room,474,1,14,2019-05-01,0.26,83,41,0,
21379253,"HS2,旺角CBD核心区 商旅首选 地铁半分钟超方便,安全,乾淨,舒適的住宿;免費上網wifi",122131447,Debe,,Yau Tsim Mong,22.31589,114.17002,Private room,478,1,43,2022-09-04,0.75,83,37,2,
21421240,Spacious and comfy 2BR Apartment in Heart of TST,123664635,Ricky,,Yau Tsim Mong,22.29804,114.17327,Entire home/apt,1100,1,142,2022-08-09,2.38,1,89,9,
21422346,HQ1-Small Single/Double Room in Tsim Sha Tsui,122131447,Debe,,Yau Tsim Mong,22.29102,114.17852,Private room,407,1,5,2018-11-20,0.09,83,0,0,
21422615,HQ3-CozyRoom at TST for 3 person 尖沙咀地鐵站舒適3人房 在地铁楼上,122131447,Debe,,Yau Tsim Mong,22.29255,114.17745,Private room,491,1,18,2019-05-03,0.31,83,0,0,
21429147,Mid-Level Central Duplex 800s.f. Luxury Space,52497507,M³ International Youth Community,,Central & Western,22.28191,114.15082,Entire home/apt,2057,1,16,2019-04-29,0.27,7,6,0,
21431266,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 1,149898905,Lok Ling,,Wan Chai,22.27745,114.18297,Private room,337,1,142,2020-09-27,2.47,7,45,0,
21431777,Spacious SOHO Apartment,3285117,Juan,,Central & Western,22.28174,114.15269,Entire home/apt,540,5,12,2020-01-18,0.20,2,0,0,
21433542,Spacious Space in Hong Kong Mid-Levels Central!,52497507,M³ International Youth Community,,Central & Western,22.2819,114.15224,Entire home/apt,3000,2,5,2022-03-25,0.08,7,0,1,
21441959,Cozy One-bed Room in big apt quiet neighborhood!,25920638,Calvin,,Yuen Long,22.43951,114.03398,Private room,250,2,19,2019-10-10,0.32,1,46,0,
21445033,尖沙咀TST❤️1min to MTR 1分钟至地铁站❤️1000尺sq feet❤️10pax人住,155381906,Annalee,,Yau Tsim Mong,22.2957,114.17314,Entire home/apt,2500,28,118,2021-10-22,1.98,1,365,1,
21470630,"1 min MTR, clean and quiet (S)",31947768,Nuts,,Yau Tsim Mong,22.30219,114.17265,Private room,386,2,49,2022-08-13,0.87,22,74,4,
21479184,"1-BR@PRIME AREA, CENTRAL, Hong Kong",138649185,Fiona,,Central & Western,22.28347,114.15734,Entire home/apt,933,30,0,,,157,364,0,
21479528,Enchanting 2-Bed in Central Hong Kong,138649185,Fiona,,Central & Western,22.28552,114.15776,Entire home/apt,1700,25,0,,,157,364,0,
21481213,Yau Ma Tei Nice Studio ~~~~~,4584648,Ivy,,Yau Tsim Mong,22.31461,114.17069,Private room,217,30,0,,,384,364,0,
21486024,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 2,149898905,Lok Ling,,Wan Chai,22.27672,114.18416,Private room,337,1,150,2020-02-10,2.53,7,45,0,
21490965,Flat Share Room in Yau Ma Tei (Y15b),67709885,Steven,,Yau Tsim Mong,22.31385,114.16987,Private room,180,31,1,2018-09-30,0.02,257,364,0,
21493787,"SMART & CHIC STUDIO, WHITFIELD RD, HK",138649185,Fiona,,Wan Chai,22.2873,114.19046,Entire home/apt,1200,7,1,2022-01-15,0.12,157,364,1,
21495161,"Full-Harbour View Studio in CWB, Hong Kong",138649185,Fiona,,Wan Chai,22.28554,114.19185,Entire home/apt,1875,7,0,,,157,364,0,
21531977,"1 min MTR, comfortable balcony(Rm. 2)",31947768,Nuts,,Yau Tsim Mong,22.3042,114.17164,Entire home/apt,380,28,7,2022-05-30,0.15,22,61,2,
21532328,Deluxe Suit Rm 05 At Jordan Station,103614068,Jack,,Yau Tsim Mong,22.30628,114.17065,Private room,300,29,28,2020-01-13,0.47,9,289,0,
21547905,"Monthly (2-4)Room
月租房間(2-4)人",19614862,Falix,,Yau Tsim Mong,22.31727,114.17121,Private room,687,30,0,,,5,362,0,
21553383,"Monthly(2-3)Room
月租房間(2-3)人",19614862,Falix,,Yau Tsim Mong,22.31721,114.17101,Private room,507,30,1,2017-11-07,0.02,5,179,0,
21557620,"Gorgeous-n-Central Studio, Hong Kong",138649185,Fiona,,Central & Western,22.2815,114.15756,Private room,1800,28,0,,,157,364,0,
21570170,"Classic 2-Bed near SOHO, Hong Kong",138649185,Fiona,,Central & Western,22.28877,114.14271,Private room,1435,30,0,,,157,364,0,
21583374,3 bedrooms apartment,56570136,The Grand Blossom,,Kowloon City,22.30764,114.18472,Entire home/apt,1200,1,11,2022-07-24,0.20,43,0,2,
21583839,"108sq.ft. STUDIO, PATERSON STREET, CWB",138649185,Fiona,,Wan Chai,22.28197,114.18449,Entire home/apt,555,28,0,,,157,364,0,
21585603,Deluxe 3 bedrooms apartment,56570136,The Grand Blossom,,Kowloon City,22.30764,114.18472,Entire home/apt,1200,1,27,2022-05-29,0.47,43,0,5,
21588050,"LUXURIOUS STUDIO WITH GARDEN VIEWS, HONG KONG",156409670,Tia,,Southern,22.24692,114.22131,Private room,2200,30,0,,,101,364,0,
21595672,"SPACIOUS BEDROOM in Commodious APT , QUARRY BAY",63481487,Benjamin,,Eastern,22.29071,114.20762,Private room,680,2,48,2022-09-10,0.85,1,285,9,
21605840,Mong Kok twin Big bed private bath near MTR,135868257,Mui Heung,,Yau Tsim Mong,22.32174,114.16859,Private room,464,1,34,2019-07-01,0.58,2,181,0,
21608852,鬧市中的寧靜舒適  在露台喝著咖啡看眾生,24279975,Irene,,Yau Tsim Mong,22.31953,114.17241,Entire home/apt,650,28,8,2020-10-21,0.15,1,322,0,
21612444,New 1BRS Mong Kok MTR Fit 2ppl (Flat C),13527132,Vincent,,Yau Tsim Mong,22.32009,114.16834,Private room,500,5,2,2019-03-01,0.03,3,135,0,
21614870,HQ1-1/2人大床房 尖沙咀商圈@温馨舒适@可入住1~2人房源 独立卫浴,122131447,Debe,,Yau Tsim Mong,22.29291,114.1796,Private room,407,1,10,2018-12-17,0.17,83,0,0,
21619355,"Near Tai O,Airport,Big Buddha,Disney, beach.Nature",110624826,Nam,,Islands,22.2263,113.92971,Entire home/apt,1414,1,45,2022-07-10,0.76,2,176,7,
21635981,Apartment in the centre of the city,36501975,Victor,,Wan Chai,22.28098,114.17722,Entire home/apt,1020,30,13,2018-02-21,0.22,2,364,0,
21638961,Cozy Stylish room right beside nature- ladies only,157466714,Susanna,,Sha Tin,22.40227,114.21771,Private room,338,1,76,2022-09-07,1.29,1,77,5,
21649315,"YX1,1/2人大床房，数百家食店及数百家商店,莎莎、卓悦、屈臣氏、万宁、周生生、周大福、佐丹奴",122131447,Debe,,Yau Tsim Mong,22.32026,114.17144,Private room,358,1,7,2019-03-23,0.12,83,43,0,
21649907,Mercer Luxury Studio *3B,14861546,Tane Residence,,Central & Western,22.28455,114.15128,Entire home/apt,558,30,1,2022-08-30,1,115,365,1,
21650450,"YX2,两人双床房+旺角市区中心+亚皆老街先达广场楼上+附近朗豪坊+女人街+电子街",122131447,Debe,,Yau Tsim Mong,22.32057,114.17139,Private room,411,1,3,2018-05-17,0.06,83,43,0,
21650794,"YX2,两人双床房+旺角市区中心+亚皆老街先达广场楼上+附近朗豪坊+女人街+电子街",122131447,Debe,,Yau Tsim Mong,22.31874,114.16956,Private room,411,1,14,2019-02-01,0.25,83,43,0,
21651647,"YX3,三人双床房+旺角CBD核心区 商旅首选 地铁2分钟,安全,乾淨,舒適的住宿;免費上網wifi",122131447,Debe,,Kowloon City,22.31652,114.17541,Private room,469,1,3,2019-05-03,0.05,83,43,0,
21651802,"YX3,三人双床房+旺角市区中心+亚皆老街先达广场楼上+附近朗豪坊+女人街+电子街",122131447,Debe,,Kowloon City,22.31711,114.177,Private room,469,1,5,2018-11-25,0.09,83,43,0,
21652047,"YX4,四人3床房+旺角地铁站1分钟+波鞋街+朗豪坊+女人街+电子街+美食街+购物",122131447,Debe,,Kowloon City,22.3156,114.17751,Private room,566,1,31,2019-08-11,0.54,83,43,0,
21652192,"YX4,四人三床房+地铁2分钟+波鞋街+附近朗豪坊+女人街+电子街+百老汇",122131447,Debe,,Kowloon City,22.31709,114.1756,Private room,584,1,12,2019-05-06,0.22,83,43,0,
21652351,"YX4,四人房+波鞋街+亚皆老街先达广场+附近朗豪坊+女人街+电子街+美食街",122131447,Debe,,Kowloon City,22.3169,114.1754,Private room,536,1,19,2022-07-01,0.34,83,43,1,
21666427,Lake House with stunning sea view in Sai Kung,876064,Jean-Pierre,,Sai Kung,22.39057,114.30652,Entire home/apt,3767,2,20,2022-08-21,0.39,1,11,10,
21668078,"HQ2-2人双床房海港城,中港城码头地铁口,SOGO,免税店,星光大道,尖沙咀繁华购物中心,独立卫浴",122131447,Debe,,Yau Tsim Mong,22.29412,114.18015,Private room,407,1,20,2019-08-23,0.35,83,0,0,
21668251,HQ2-2人双床房 尖沙咀商圈@温馨舒适@可入住1~2人房源独立卫浴,122131447,Debe,,Yau Tsim Mong,22.29513,114.17882,Private room,407,1,20,2019-02-18,0.34,83,0,0,
21669368,"HQ1-1/2人大床房海港城,中港城码头地铁口SOGO,免税店,星光大道尖沙咀繁华购物中心,独立卫浴",122131447,Debe,,Yau Tsim Mong,22.29321,114.1803,Private room,407,1,3,2018-02-11,0.05,83,0,0,
21669948,"HQ3-3人亲子房,附近有海港城,码头,SOGO,免税店,星光大道,尖沙咀繁华购物中心,在地铁楼上",122131447,Debe,,Yau Tsim Mong,22.29283,114.17878,Private room,460,1,12,2018-10-05,0.21,83,0,0,
21671932,"Centrally located 1-Bed with Study, Hong Kong",138649185,Fiona,,Central & Western,22.28033,114.15488,Entire home/apt,1320,30,0,,,157,365,0,
21684229,"HS2,2人双床房地铁1分钟+稻香、翠华餐厅、肥姐小食+SASA、卓悦+朗豪坊+女人街",122131447,Debe,,Yau Tsim Mong,22.31596,114.16841,Private room,478,1,1,2019-02-28,0.02,83,41,0,
21685410,Flat Share room in Prince Edward (PE1a),67709885,Steven,,Sham Shui Po,22.3276,114.1674,Private room,180,29,0,,,257,180,0,
21701544,Newly renovated1202@ Explore like local,6067974,Wilson,,Eastern,22.28887,114.19367,Entire home/apt,1200,30,1,2020-02-29,0.03,52,356,0,
21701646,Newly renovated - Large Studio Flat,6067974,Wilson,,Eastern,22.28865,114.19202,Entire home/apt,1000,28,3,2019-03-31,0.05,52,289,0,
21704206,Modern Private Bedroom in the heart of HK,50244762,Tiffany,,Yau Tsim Mong,22.31846,114.1696,Private room,488,2,3,2018-12-12,0.06,1,0,0,
21715934,27C Tung Chung 2 bedroom 1 bathroom apartment,76545056,Rita,,Islands,22.29537,113.94705,Entire home/apt,850,30,1,2018-03-02,0.02,19,362,0,
21734659,Executive apartment in a Luxury building,46205186,Pierre,,Central & Western,22.28552,114.14002,Entire home/apt,3000,6,2,2018-03-15,0.03,1,363,0,
21755091,21C Tanford Western style 2 bedroom apartment,76545056,Rita,,Islands,22.29141,113.9402,Entire home/apt,850,30,0,,,19,362,0,
21756250,Cozy 2 Bedroom Near Times Square,48553350,David,,Wan Chai,22.27802,114.18452,Entire home/apt,900,30,6,2018-07-17,0.11,3,25,0,
21761317,"Cozy Studio near Wan Chai MTR, Hong Kong",138649185,Fiona,,Wan Chai,22.27639,114.17476,Private room,999,30,0,,,157,364,0,
21774090,10min to MTR Tranquil and fully appointed studio#3,15519497,Victor,,Central & Western,22.2842,114.15349,Entire home/apt,420,27,2,2019-08-31,0.04,1,345,0,
21781074,旅行中暂不接待,157731750,Beata,,Tsuen Wan,22.35112,114.06009,Private room,70634,180,76,2019-10-05,1.30,1,181,0,
21789242,文化故事出租民宿,158782176,娜,,Yuen Long,22.44655,114.01429,Entire home/apt,1520,1,0,,,1,181,0,
21832911,"Flat Share Room in Mid-Level, Central",67709885,Steven,,Central & Western,22.28087,114.15094,Private room,180,31,0,,,257,180,0,
21841803,A HOMELY PLACE IN A GREAT AREA OF H K!,7483132,Vanessa,,Central & Western,22.28756,114.14372,Private room,479,2,33,2019-11-17,0.57,1,0,0,
21858256,Cozy 2 Bedroom Apt in CWB- 1 min to Times Square,48553350,David,,Wan Chai,22.27896,114.18333,Entire home/apt,900,30,32,2020-10-10,0.55,3,25,0,
21858718,"QUEEN or TWIN BED, STUDIO IN MONGKOK.",138649185,Fiona,,Yau Tsim Mong,22.31956,114.16419,Private room,600,28,0,,,157,364,0,
21884654,50% off!! 4 Mins to LKF! Limited offer*,157916458,Travelodge Central,,Central & Western,22.2867,114.14822,Entire home/apt,1061,1,22,2022-02-10,0.38,5,364,1,
21884656,50% off! Heart of central HK! 4 mins to LKF,157916458,Travelodge Central,,Central & Western,22.28452,114.14832,Entire home/apt,1061,1,50,2022-08-24,0.86,5,364,13,
21884660,50% off!! 8mins walk to Sheung Wan MTR!*,157916458,Travelodge Central,,Central & Western,22.28683,114.149,Entire home/apt,1061,1,16,2022-08-28,0.27,5,364,3,
21884665,50% off!!  Convenience Location! 8Mins to MTR,157916458,Travelodge Central,,Central & Western,22.28477,114.14715,Entire home/apt,1061,1,10,2022-09-02,0.17,5,364,3,
21884671,50% off!! Modern furnishing room! 8min to MTR!,157916458,Travelodge Central,,Central & Western,22.28648,114.14736,Entire home/apt,1061,1,15,2022-04-30,0.31,5,364,2,
21884932,2-bedroom suite near Ho Man Tin MTR,56570136,The Grand Blossom,,Kowloon City,22.30764,114.18472,Private room,900,1,4,2022-07-17,0.08,43,0,1,
21887082,Peaceful nest in Hong Kong,4424311,Karine,,Islands,22.2288,114.10547,Entire home/apt,893,1,200,2022-08-27,3.44,1,79,31,
21950964,Hong Kong TsimShaTsui 2000 ft flat Olympic station,42285789,German,,Yau Tsim Mong,22.31458,114.16309,Entire home/apt,2000,30,1,2018-02-05,0.02,1,362,0,
21952880,A modern new apartment with 2 bedrooms in Mongkok,145631281,Serena,,Yau Tsim Mong,22.31962,114.17224,Entire home/apt,1293,1,0,,,1,175,0,
21961333,MTR cozy apartment for 5-10pax,160324909,Michelle,,Yau Tsim Mong,22.31646,114.16906,Entire home/apt,8171,30,12,2019-01-23,0.21,2,365,0,
21969122,"YX5,5人四床房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",122131447,Debe,,Kowloon City,22.31586,114.17743,Private room,701,1,3,2019-01-29,0.06,83,43,0,
21972062,"Open-plan Deluxe Studio, Kowloon",138649185,Fiona,,Yau Tsim Mong,22.31998,114.16156,Private room,850,30,0,,,157,364,0,
21984354,Beach-side Holiday Camp Room 303,146408355,HK Victoria Resort,,Islands,22.24072,113.97625,Private room,900,1,24,2022-02-04,0.42,6,0,2,
21985188,"Near Airport, The big Buddha, Disney, Tai O, Beach",110624826,Nam,,Islands,22.22579,113.92866,Entire home/apt,1486,1,62,2022-08-24,1.07,2,177,11,
21985442,No.149 香港長洲渡假屋 近碼頭 Cheung Chau,160532277,Yuan Mi,,Islands,22.21006,114.02984,Private room,1286,1,34,2021-06-27,0.59,2,0,0,
21986744,【純白】單人24hrs小時電子鎖check-in﹐下樓即達地鐵+商場﹐15分鐘到達旺角尖沙嘴，可長租,103784016,WaH,,Kwun Tong,22.32265,114.21325,Private room,178,29,121,2020-01-19,2.08,2,76,0,
21988668,Studio in the heart of Sheung Wan- Possession st.,138649185,Fiona,,Central & Western,22.28592,114.14741,Entire home/apt,900,60,0,,,157,364,0,
22020552,180° Seaview 60sqm 2-BR apt. 2 mins walk to Metro,7787018,Franzen,,Sai Kung,22.30608,114.25853,Entire home/apt,1350,30,8,2022-08-15,0.19,1,153,2,
22020998,1600 sq.ft. Spacious Apartment w/Balcony,14593925,Patricia,,Wan Chai,22.2657,114.18807,Entire home/apt,2100,5,15,2019-06-22,0.26,2,101,0,
22022438,!5 min frm MTR!Cozy 2 BDR @ the heart of KLN - TST,160817455,Andy,,Yau Tsim Mong,22.29734,114.17305,Entire home/apt,9441,5,31,2020-01-29,0.54,1,365,0,
22038386,"Urban and Central Studios, Hong Kong",138649185,Fiona,,Wan Chai,22.27977,114.18904,Private room,500,28,1,2018-01-20,0.02,157,364,0,
22051603,【180度觀賞日出】城市夜景﹐1分鐘到地鐵+商場﹐15分鐘到旺角﹐尖沙嘴﹐40分到Disney迪士尼,103784016,WaH,,Kwun Tong,22.32218,114.21308,Private room,462,29,77,2019-12-22,1.33,2,125,0,
22070503,"COMFORT STUDIOS IN CWB, HK",138649185,Fiona,,Wan Chai,22.2809,114.17183,Private room,580,30,0,,,157,364,0,
22088298,"New apartment in great, central location",118511601,Neil,,Wan Chai,22.27548428804158,114.17102965720902,Entire home/apt,1100,7,11,2019-11-19,0.19,1,35,0,
22101558,26E Tanford 2 bedroom with 1 bathroom apartment,76545056,Rita,,Islands,22.29331,113.94169,Entire home/apt,850,30,1,2018-06-30,0.02,19,328,0,
22109791,Bonham Strand West Luxury Studio *7B,14861546,Tane Residence,,Central & Western,22.28772,114.14912,Entire home/apt,504,30,1,2020-03-15,0.03,115,243,0,
22109994,Bonham Strand West Luxury Studio *7C,14861546,Tane Residence,,Central & Western,22.2877,114.14946,Entire home/apt,531,30,1,2022-04-22,0.20,115,321,1,
22113225,PENG CHAU - A hidden paradise on the island,143674380,Jhenn,,Islands,22.28637,114.03963,Private room,485,2,107,2022-08-30,1.84,1,55,21,
22124056,1007 Tung Chung 2 Bedrooms apartment,76545056,Rita,,Islands,22.29476,113.94943,Entire home/apt,850,30,0,,,19,362,0,
22124182,0710 1 Bedroom Apartment in Tung Chung,76545056,Rita,,Islands,22.29192,113.95001,Entire home/apt,750,30,0,,,19,362,0,
22125894,QUIET & CENTRAL APARTMENT (TAI PING SHAN ST),28485290,Bridget,,Central & Western,22.28527,114.14918,Entire home/apt,387,24,19,2021-07-15,0.35,1,25,0,
22131624,Mong Kok旺角西洋菜南街舒適2人房5102,161669067,Yuen King,,Yau Tsim Mong,22.31842,114.16923,Private room,300,1,104,2020-09-22,1.82,4,103,0,
22134553,（月租）地鐵站步行5分鐘有電梯窗戶衛浴獨立房間,80873942,Aline,,Sham Shui Po,22.33107,114.16513,Entire home/apt,599,190,47,2019-09-26,0.84,9,181,0,
22134606,靠近地鐵站有電梯窗戶獨立衛浴寬敞房間,161689538,Kerryn,,Sham Shui Po,22.33166,114.16266,Entire home/apt,229,100,5,2018-08-26,0.09,1,181,0,
22136198,"MAGNIFICENT VICTORIA HARBOUR VIEWS, STUDIO IN CWB",138649185,Fiona,,Wan Chai,22.28421,114.18705,Private room,600,28,0,,,157,331,0,
22145001,旺角西洋菜南街舒適2人房5101,161669067,Yuen King,,Yau Tsim Mong,22.31873,114.17138,Private room,420,1,4,2019-03-25,0.07,4,74,0,
22145240,Mong Kok 西洋菜南街舒適3人房 5106,161669067,Yuen King,,Yau Tsim Mong,22.31871,114.16978,Entire home/apt,450,1,57,2022-04-05,1.04,4,105,3,
22153195,Mid-Levels Central! Just Next To SOHO,52497507,M³ International Youth Community,,Central & Western,22.28081,114.1516,Entire home/apt,1229,2,34,2022-07-05,0.59,7,0,5,
22153498,维景之家两居室,161786654,国杰,,Kowloon City,22.31896,114.17463,Entire home/apt,11127,1,1,2018-01-10,0.02,1,365,0,
22180943,CWB Room available near Time Square (C1d),67709885,Steven,,Wan Chai,22.27638,114.18412,Private room,180,31,0,,,257,180,0,
22183636,Mong Kok旺角西洋菜南街舒適2人房5105,161669067,Yuen King,,Yau Tsim Mong,22.31892,114.17121,Entire home/apt,350,1,62,2022-08-27,1.08,4,74,2,
22219957,Studio Room in TST (No.1F Kimberley Street) T6a.,67709885,Steven,,Yau Tsim Mong,22.30006,114.17598,Private room,217,29,0,,,257,180,0,
22230848,"Entire,Bright flat w. Rooftop at Super location",162428539,Sunok,,Central & Western,22.28387,114.15437,Entire home/apt,1169,2,61,2022-08-31,1.06,6,124,26,
22253693,"Vintage Style Studio in CWB, Hong Kong",138649185,Fiona,,Wan Chai,22.27901,114.18067,Private room,700,26,0,,,157,364,0,
22253841,"QUEENS ROAD STUDIO, SHEUNG WAN",138649185,Fiona,,Central & Western,22.28601,114.15365,Private room,550,30,0,,,157,365,0,
22284202,Nice comfy entire apartment in Sheung Wan（全新装修）,60478364,Clover,,Central & Western,22.28345,114.15403,Private room,350,180,1,2018-09-02,0.02,1,0,0,
22297626,Duplex beach Town house for 6 guests.,162428539,Sunok,,Islands,22.29856,114.01328,Entire home/apt,2747,28,2,2018-10-22,0.04,6,169,0,
22301401,香港長洲渡假屋 No.3 (近沙灘) Cheung Chau,160532277,Yuan Mi,,Islands,22.20996,114.02735,Entire home/apt,1014,1,79,2022-08-31,1.37,2,12,17,
22326498,"*Best Harbour view, huge apt for big group*",163226308,Angeline,,Wan Chai,22.28117,114.18283,Entire home/apt,988,28,32,2019-11-23,0.57,1,320,0,
22351953,Mongkok modern panoramic view studio near MTR.,28030204,Sisy,,Kowloon City,22.32089,114.17536,Entire home/apt,980,3,84,2022-09-05,1.47,2,272,16,
22359870,REMARKABLE Modern CHERRY Room,15586744,Sven,,Sai Kung,22.3027,114.25135,Private room,500,28,7,2022-03-01,0.13,15,323,1,
22360817,Spacious Space in Hong Kong Mid-Levels Central!,52497507,M³ International Youth Community,,Central & Western,22.28382,114.15514,Entire home/apt,1429,2,4,2022-06-24,0.07,7,0,1,
